Date,Average,Average_Predicted,PercentageDeviation
2005-03-10,0.0005041624558984081,,
2005-03-11,0.000379790269890886,,
2005-03-14,0.000292991486988148,,
2005-03-15,0.00021345408086521138,,
2005-03-16,0.00012766851332709686,0.00041458988562226295,2.2473933847733525
2005-03-17,0.00014092474768091968,0.00030788639560341835,1.1847574728360093
2005-03-18,0.00014573752066288068,0.00020223809406161308,0.38768721425849734
2005-03-21,0.00019040343132002894,0.00010323291644454002,0.4578200837619005
2005-03-22,0.00016861930098062585,9.879004210233688e-06,0.9414123759689362
2005-03-23,0.00011449671358699263,-4.280032590031624e-05,1.3738127022117301
2005-03-24,7.582566050386619e-05,-6.49639405310154e-05,1.8567540341795377
2005-03-28,0.00038823373126274766,-5.313986912369728e-05,1.1368759714691907
2005-03-29,0.0005318570091981144,-4.306109622120857e-05,1.0809636715818265
2005-03-30,0.0005969560963751676,-4.8681627959012985e-05,1.08154976262847
2005-03-31,0.0007923377925200463,-6.458396092057228e-05,1.0815106404493993
2005-04-01,0.0009454177471918978,3.237975761294365e-05,0.9657508464283447
2005-04-04,0.0009514970393796385,0.00016135023906826973,0.830424864828305
2005-04-05,0.0008598854834949396,0.00028367945924401283,0.6700962341043146
2005-04-06,0.0010118677881884492,0.0004424699582159519,0.5627195930328927
2005-04-07,0.001078148959957563,0.0006126207299530506,0.43178470442788913
2005-04-08,0.001362862477416738,0.0007335622794926167,0.4617488619372217
2005-04-11,0.0014268639146154498,0.0007733567617833614,0.458002438871834
2005-04-12,0.0013592317890268376,0.0008305893279612064,0.38892738187363957
2005-04-13,0.0014774402482329006,0.0008774115703999996,0.40612720450154793
2005-04-14,0.0015172089512943696,0.0010031326673924923,0.3388302471214039
2005-04-15,0.0015895694152512233,0.0011214897967875004,0.2944694418329289
2005-04-18,0.001236294991452532,0.0011817985214293003,0.04408047464400339
2005-04-19,0.0012156085110914708,0.001259715761989355,0.03628409187286892
2005-04-20,0.001231397783856852,0.0013252138160169125,0.07618661767135876
2005-04-21,0.0014449329219512336,0.001387550961226225,0.03971254295148887
2005-04-22,0.001131342766600292,0.0012937909923493862,0.14358886673864057
2005-04-25,0.0011771907618495004,0.0011955820955336094,0.015623070007119403
2005-04-26,0.001198890457575185,0.0011202436871826649,0.06559962997085411
2005-04-27,0.0012181415495030297,0.0011429744772613049,0.06170635282278245
2005-04-28,0.001209698088131168,0.0010630064643919468,0.12126300370189183
2005-04-29,0.0012868713250699833,0.0010204301215708256,0.20704572268301025
2005-05-02,0.0012567281679724373,0.0010035629384219646,0.20144788348217013
